qid,docno,score
2082,msmarco_passage_30_709623997,1.7496148347854614
2082,msmarco_passage_64_431617227,1.4738346601224168
2082,msmarco_passage_45_632929045,1.4313751642861912
2082,msmarco_passage_45_623131157,1.3450661493835387
2082,msmarco_passage_26_846132892,1.3390791569176306
2082,msmarco_passage_10_673115327,1.2471121470981696
2082,msmarco_passage_39_461879190,1.2229659623374167
2082,msmarco_passage_55_738286358,1.206986481228616
2082,msmarco_passage_40_137452930,1.1873312721698743
2082,msmarco_passage_44_462432502,1.153899223607423
2082,msmarco_passage_44_461409698,1.1299545559683457
2082,msmarco_passage_66_708619074,1.1181193435720622
2082,msmarco_passage_08_672756935,1.1107483450708715
2082,msmarco_passage_02_179210433,1.0990601304716665
2082,msmarco_passage_02_645296948,1.0906238614044754
2082,msmarco_passage_10_669572296,1.0818954682115265
2082,msmarco_passage_68_48591780,1.0800876187573514
2082,msmarco_passage_13_136821179,1.078538545736147
2082,msmarco_passage_15_602878005,1.0643954752994875
2082,msmarco_passage_30_608937387,1.0615017962866815
2082,msmarco_passage_29_164562769,1.0588792594782823
2082,msmarco_passage_26_847195118,1.055437888006859
2082,msmarco_passage_04_94071710,1.0465009373397076
2082,msmarco_passage_04_281815983,1.0384388903091697
2082,msmarco_passage_61_171511063,1.029331604952883
2082,msmarco_passage_44_700568174,1.011823629775071
2082,msmarco_passage_06_769107145,1.005481391528557
2082,msmarco_passage_49_487162093,1.003010501444633
2082,msmarco_passage_37_218307932,1.0023568344820897
2082,msmarco_passage_49_486599463,1.0010469818937369
2082,msmarco_passage_37_220671067,0.9988601113775094
2082,msmarco_passage_38_414866952,0.9983696586392784
2082,msmarco_passage_22_256176072,0.9948140956204512
2082,msmarco_passage_37_336748254,0.9921669294975076
2082,msmarco_passage_48_539417877,0.991813840184893
2082,msmarco_passage_57_535171510,0.991001027969304
2082,msmarco_passage_07_668692692,0.9579899535096924
2082,msmarco_passage_24_169139765,0.9480586142375552
2082,msmarco_passage_04_94070926,0.94557179318273
2082,msmarco_passage_37_336752759,0.9374955568407556
2082,msmarco_passage_10_673366077,0.907989800798482
2082,msmarco_passage_53_564392719,0.9079463321880754
2082,msmarco_passage_03_308010621,0.9064477067862826
2082,msmarco_passage_39_125029338,0.902312676894841
2082,msmarco_passage_34_93901849,0.8989711683665591
2082,msmarco_passage_07_123296727,0.8939453497015197
2082,msmarco_passage_66_708607265,0.8934791536166751
2082,msmarco_passage_48_591410873,0.8917833009964139
2082,msmarco_passage_53_692238347,0.8828169154416164
2082,msmarco_passage_37_336546592,0.8784053999508543
2082,msmarco_passage_65_783016699,0.8762289074254154
2082,msmarco_passage_28_625525754,0.8658668657829023
2082,msmarco_passage_53_588973533,0.8610011103117995
2082,msmarco_passage_11_67024711,0.8585686129008607
2082,msmarco_passage_47_611882979,0.8473343103683642
2082,msmarco_passage_57_814341505,0.8404825037923352
2082,msmarco_passage_22_534539976,0.8235326469531787
2082,msmarco_passage_31_566103947,0.8224035863512256
2082,msmarco_passage_48_591406582,0.8223353880085968
2082,msmarco_passage_48_593692065,0.8149538765987152
2082,msmarco_passage_60_188502221,0.8047196760847064
2082,msmarco_passage_29_458776515,0.7980954191954853
2082,msmarco_passage_43_494102932,0.7890904935709949
2082,msmarco_passage_41_170486272,0.7874067484158013
2082,msmarco_passage_48_544808271,0.7872092849221722
2082,msmarco_passage_39_714339196,0.7845793764579472
2082,msmarco_passage_48_544777559,0.7145268643724507
2082,msmarco_passage_15_399504985,0.5742322422160303
2082,msmarco_passage_08_423967280,0.3931601583957672
23287,msmarco_passage_02_500358436,1.6850011282496982
23287,msmarco_passage_37_406984666,1.4924831089838784
23287,msmarco_passage_03_865272429,1.408521202072068
23287,msmarco_passage_26_607486542,1.3864112369941943
23287,msmarco_passage_42_184648743,1.165537637930461
23287,msmarco_passage_11_422302183,1.130055490633159
23287,msmarco_passage_02_500355930,1.1171453530408506
23287,msmarco_passage_52_19590082,1.1139980042332154
23287,msmarco_passage_52_107459832,1.0964077874892175
23287,msmarco_passage_26_607486955,1.0581192225051943
23287,msmarco_passage_45_756420866,1.04138500696358
23287,msmarco_passage_26_586658040,1.0357663446322
23287,msmarco_passage_46_455943461,1.031285760707891
23287,msmarco_passage_04_101923352,1.009132855279105
23287,msmarco_passage_64_515534022,0.9911995559764926
23287,msmarco_passage_00_811354181,0.981376510924886
23287,msmarco_passage_00_811362170,0.9576799119890068
23287,msmarco_passage_62_187711450,0.9346866127069008
23287,msmarco_passage_03_866752270,0.9221762808997024
23287,msmarco_passage_55_523249144,0.9158716251102582
23287,msmarco_passage_55_523244708,0.91472482792964
23287,msmarco_passage_55_523250853,0.9091871783773178
23287,msmarco_passage_00_811364025,0.9026654587274138
23287,msmarco_passage_45_858599429,0.902296739352214
23287,msmarco_passage_55_523245555,0.8894646437468909
23287,msmarco_passage_38_678706905,0.8889641669442349
23287,msmarco_passage_64_515539058,0.8882254613352618
23287,msmarco_passage_08_487720875,0.8783291745495487
23287,msmarco_passage_02_719226714,0.8753873458819841
23287,msmarco_passage_32_72305075,0.872501227320457
23287,msmarco_passage_55_523197995,0.8640928111293099
23287,msmarco_passage_31_543339733,0.8624349969879817
23287,msmarco_passage_02_371479656,0.8589386071035283
23287,msmarco_passage_38_376862727,0.855170599604803
23287,msmarco_passage_55_523253961,0.8522436417487204
23287,msmarco_passage_62_725076999,0.8355954405770453
23287,msmarco_passage_55_523253056,0.8119565393685851
23287,msmarco_passage_06_548613675,0.8085845481044507
23287,msmarco_passage_16_707291644,0.8066915977642576
23287,msmarco_passage_54_300216711,0.8032243016146552
23287,msmarco_passage_31_818053180,0.8029401651339982
23287,msmarco_passage_37_720698680,0.7932524362167755
23287,msmarco_passage_17_240099997,0.7886107877919758
23287,msmarco_passage_38_511023606,0.7873248160935953
23287,msmarco_passage_37_720571332,0.7858716280208227
23287,msmarco_passage_62_725077540,0.7715885821211538
23287,msmarco_passage_03_270784492,0.7628584004620673
23287,msmarco_passage_31_818054443,0.759496710113559
23287,msmarco_passage_22_691904124,0.749402683199226
23287,msmarco_passage_63_651538608,0.7487743876086538
23287,msmarco_passage_25_702928253,0.7402710286717247
23287,msmarco_passage_52_250702766,0.7385840199099843
23287,msmarco_passage_24_711477760,0.7365145018127279
23287,msmarco_passage_00_811362771,0.7361163036113325
23287,msmarco_passage_52_158309266,0.7208993300436157
23287,msmarco_passage_44_124616779,0.7090252727767753
23287,msmarco_passage_24_864911870,0.7081282208989856
23287,msmarco_passage_17_234501315,0.7048660106196696
23287,msmarco_passage_11_422275427,0.7026440245764596
23287,msmarco_passage_41_589124833,0.6933675010925322
23287,msmarco_passage_31_53518847,0.6860636158533574
23287,msmarco_passage_61_326798154,0.682820389559406
23287,msmarco_passage_00_811359731,0.68041035372052
23287,msmarco_passage_01_863886974,0.6780301191811217
23287,msmarco_passage_03_270780039,0.676665367719636
23287,msmarco_passage_09_76308154,0.6765781213379083
23287,msmarco_passage_33_59827875,0.6737546105663498
23287,msmarco_passage_30_105557029,0.6721990257114558
23287,msmarco_passage_68_30625405,0.6707222710735059
23287,msmarco_passage_09_76334687,0.6659103406769447
23287,msmarco_passage_31_818054000,0.6638172654196592
23287,msmarco_passage_62_724621357,0.6634343817968316
23287,msmarco_passage_31_175079175,0.6598658913307598
23287,msmarco_passage_25_703497698,0.6438942999587652
23287,msmarco_passage_25_703872082,0.6383155221952357
23287,msmarco_passage_44_124617275,0.6320303797777155
23287,msmarco_passage_09_193997135,0.6251112772770406
23287,msmarco_passage_30_613745622,0.6245171947580985
23287,msmarco_passage_25_703334613,0.622594401157411
23287,msmarco_passage_07_594655665,0.6127347191543437
23287,msmarco_passage_25_701960361,0.5812317330673585
23287,msmarco_passage_38_511341225,0.5739792477166719
23287,msmarco_passage_65_406558951,0.5643767491010655
23287,msmarco_passage_45_658324881,0.5575703712142244
23287,msmarco_passage_38_543634328,0.5424258768558502
23287,msmarco_passage_25_702746033,0.5241150994081887
23287,msmarco_passage_59_659640227,0.4723791849967058
30611,msmarco_passage_11_59934478,1.708552002906799
30611,msmarco_passage_01_436571677,1.3799204738905564
30611,msmarco_passage_11_59936302,1.2643969638571555
30611,msmarco_passage_02_448906411,1.1909252323205666
30611,msmarco_passage_11_59933115,1.1636314522349227
30611,msmarco_passage_07_94355630,1.1289845033976986
30611,msmarco_passage_58_752701097,1.0942261802630604
30611,msmarco_passage_11_308282957,1.0933145372468025
30611,msmarco_passage_57_689908011,1.0758119326270088
30611,msmarco_passage_11_59934964,1.0700568564469424
30611,msmarco_passage_23_864601995,1.054066507050858
30611,msmarco_passage_45_264750792,1.04848305146119
30611,msmarco_passage_02_448916602,1.0181668836547964
30611,msmarco_passage_11_59937269,1.012350406282295
30611,msmarco_passage_30_590351057,1.0077758589502197
30611,msmarco_passage_06_602702567,1.0023278313886177
30611,msmarco_passage_28_581375995,0.9928671018304528
30611,msmarco_passage_14_243076180,0.9878021589190482
30611,msmarco_passage_66_773193685,0.9794443359910674
30611,msmarco_passage_11_308350169,0.9792350053348156
30611,msmarco_passage_68_19987965,0.9701670683549912
30611,msmarco_passage_37_500000413,0.9675077107729833
30611,msmarco_passage_51_365746140,0.9669194437522256
30611,msmarco_passage_02_648878058,0.9514702333710252
30611,msmarco_passage_58_388835310,0.939133048463702
30611,msmarco_passage_11_59935812,0.9332356941085276
30611,msmarco_passage_43_3840163,0.9328975390773232
30611,msmarco_passage_07_99995512,0.9243763195107216
30611,msmarco_passage_11_59936819,0.9240467833770134
30611,msmarco_passage_06_239184541,0.920664076800724
30611,msmarco_passage_04_287901958,0.9201429464814852
30611,msmarco_passage_55_442989675,0.9168667282847408
30611,msmarco_passage_68_158940617,0.9148761159258432
30611,msmarco_passage_15_619583701,0.90685365433851
30611,msmarco_passage_68_137053497,0.9016712434164508
30611,msmarco_passage_30_330800256,0.8924073576049032
30611,msmarco_passage_63_434339571,0.8914339613958397
30611,msmarco_passage_68_158941584,0.891334218160004
30611,msmarco_passage_18_577081451,0.8905202193374353
30611,msmarco_passage_07_261367053,0.884762871441042
30611,msmarco_passage_08_519570323,0.8760596635701686
30611,msmarco_passage_01_358089435,0.8753352092006149
30611,msmarco_passage_40_237267944,0.8710022468593239
30611,msmarco_passage_40_398498150,0.8693829255538751
30611,msmarco_passage_00_570495994,0.8682267312296628
30611,msmarco_passage_19_241483054,0.866277259928526
30611,msmarco_passage_30_522831673,0.8660252790973552
30611,msmarco_passage_68_158941140,0.8592063326203363
30611,msmarco_passage_50_667352383,0.8525799117694244
30611,msmarco_passage_30_591624724,0.8510611337741655
30611,msmarco_passage_22_249062522,0.8494084439883575
30611,msmarco_passage_50_667351326,0.8491929211230129
30611,msmarco_passage_53_119712338,0.8475227639710267
30611,msmarco_passage_20_23031688,0.8466725113751918
30611,msmarco_passage_08_467648073,0.8465686428502998
30611,msmarco_passage_20_691564718,0.8350564700024782
30611,msmarco_passage_11_308349280,0.8257485586964624
30611,msmarco_passage_11_308196275,0.8203817474798164
30611,msmarco_passage_13_130721971,0.8121309081384052
30611,msmarco_passage_11_55514266,0.8051145770163387
30611,msmarco_passage_68_4692280,0.8039283316657908
30611,msmarco_passage_48_431010824,0.8015407246669572
30611,msmarco_passage_51_538103109,0.7963186005751292
30611,msmarco_passage_68_158942542,0.7855831576315737
30611,msmarco_passage_20_691450665,0.7853627521688766
30611,msmarco_passage_03_562780144,0.7849293505508816
30611,msmarco_passage_60_245505125,0.7721372739056855
30611,msmarco_passage_68_142151642,0.7714458879296073
30611,msmarco_passage_11_308352575,0.7665391548068484
30611,msmarco_passage_00_570492458,0.7640415830342151
30611,msmarco_passage_01_236713622,0.7635521565243245
30611,msmarco_passage_64_113573787,0.7503016107758546
30611,msmarco_passage_07_41804685,0.7492456630119303
30611,msmarco_passage_30_706071112,0.7488330432064625
30611,msmarco_passage_01_391093791,0.7458778777065418
30611,msmarco_passage_45_821630488,0.7455517782361468
30611,msmarco_passage_27_309110946,0.7371547631905663
30611,msmarco_passage_28_343155867,0.7363362068409858
30611,msmarco_passage_62_797639705,0.6991113647406931
30611,msmarco_passage_21_582904228,0.6917592905502952
30611,msmarco_passage_13_130719779,0.6835650084536817
30611,msmarco_passage_66_773160478,0.6772743189477569
30611,msmarco_passage_24_619451598,0.6735767766421671
30611,msmarco_passage_13_130713627,0.6731905841311479
30611,msmarco_passage_66_773158354,0.6660980646452193
30611,msmarco_passage_68_142152443,0.6628095911188021
30611,msmarco_passage_41_580040976,0.5836111426353454
30611,msmarco_passage_63_434339209,0.5792540256819014
30611,msmarco_passage_68_4698062,0.5557946026050803
30611,msmarco_passage_30_611323721,0.5501530740965795
30611,msmarco_passage_18_578237899,0.5435729319603623
30611,msmarco_passage_15_601952517,0.5376556168219442
30611,msmarco_passage_30_592921623,0.5321472547550448
