qid,docno,score
2082,msmarco_passage_30_709623997,3.0324356882959607
2082,msmarco_passage_64_431617227,2.8649528193369056
2082,msmarco_passage_45_632929045,2.819536301399902
2082,msmarco_passage_45_623131157,2.6135685930338477
2082,msmarco_passage_55_738286358,2.585534909193925
2082,msmarco_passage_26_846132892,2.5688136656125384
2082,msmarco_passage_40_137452930,2.516011771499569
2082,msmarco_passage_39_461879190,2.504909126066981
2082,msmarco_passage_10_673115327,2.46756545962306
2082,msmarco_passage_44_461409698,2.458443095554065
2082,msmarco_passage_10_669572296,2.438924777141183
2082,msmarco_passage_08_672756935,2.4022345348287715
2082,msmarco_passage_44_462432502,2.3973362062333208
2082,msmarco_passage_66_708619074,2.3490969484020363
2082,msmarco_passage_04_94071710,2.3423880580694987
2082,msmarco_passage_30_608937387,2.342273882076837
2082,msmarco_passage_49_486599463,2.338437478790018
2082,msmarco_passage_61_171511063,2.336283541181774
2082,msmarco_passage_02_645296948,2.333250919437769
2082,msmarco_passage_29_164562769,2.3239263128625627
2082,msmarco_passage_22_256176072,2.322493513691907
2082,msmarco_passage_04_281815983,2.313129207575261
2082,msmarco_passage_02_179210433,2.29785258446107
2082,msmarco_passage_44_700568174,2.295206298716201
2082,msmarco_passage_68_48591780,2.292717780891392
2082,msmarco_passage_49_487162093,2.2761744318771844
2082,msmarco_passage_37_336748254,2.26994290229919
2082,msmarco_passage_26_847195118,2.268911778620217
2082,msmarco_passage_15_602878005,2.258587814524258
2082,msmarco_passage_06_769107145,2.257495206389042
2082,msmarco_passage_03_308010621,2.2511079170007897
2082,msmarco_passage_04_94070926,2.2173416157207706
2082,msmarco_passage_48_539417877,2.211773278753264
2082,msmarco_passage_07_668692692,2.21044713564768
2082,msmarco_passage_13_136821179,2.2078067348861934
2082,msmarco_passage_39_125029338,2.2032886992285947
2082,msmarco_passage_24_169139765,2.189788051626658
2082,msmarco_passage_38_414866952,2.17151477094088
2082,msmarco_passage_37_218307932,2.1662634322924443
2082,msmarco_passage_57_535171510,2.1616448123874688
2082,msmarco_passage_37_220671067,2.126919265477043
2082,msmarco_passage_10_673366077,2.123304953374164
2082,msmarco_passage_48_591410873,2.119282306998366
2082,msmarco_passage_53_564392719,2.099877436082592
2082,msmarco_passage_34_93901849,2.0907768917397416
2082,msmarco_passage_37_336752759,2.089490207194379
2082,msmarco_passage_28_625525754,2.0783525322456557
2082,msmarco_passage_65_783016699,2.068524653868784
2082,msmarco_passage_37_336546592,2.0436903219910585
2082,msmarco_passage_66_708607265,2.0404905005010088
2082,msmarco_passage_53_692238347,2.0072055766890147
2082,msmarco_passage_47_611882979,1.9983948682297965
2082,msmarco_passage_48_591406582,1.9923127503213256
